conversation,character,personality,category,profession,turn,opinion,topic
conversation_1,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,2,-0.6,Universal basic income should replace traditional welfare systems.
conversation_1,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,3,-0.3,Universal basic income should replace traditional welfare systems.
conversation_1,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,4,0,Universal basic income should replace traditional welfare systems.
conversation_1,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,5,-0.7,Universal basic income should replace traditional welfare systems.
conversation_1,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,6,-0.4,Universal basic income should replace traditional welfare systems.
conversation_1,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,0,-1,Universal basic income should replace traditional welfare systems.
conversation_1,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,1,-0.6,Universal basic income should replace traditional welfare systems.
conversation_1,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,2,-0.8,Universal basic income should replace traditional welfare systems.
conversation_1,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,3,-0.6,Universal basic income should replace traditional welfare systems.
conversation_1,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,4,-0.2,Universal basic income should replace traditional welfare systems.
conversation_1,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,5,-0.9,Universal basic income should replace traditional welfare systems.
conversation_1,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,6,-0.9,Universal basic income should replace traditional welfare systems.
conversation_1,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,0,1,Universal basic income should replace traditional welfare systems.
conversation_1,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,1,0.6,Universal basic income should replace traditional welfare systems.
conversation_1,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,2,0.6,Universal basic income should replace traditional welfare systems.
conversation_1,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,3,0.6,Universal basic income should replace traditional welfare systems.
conversation_1,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,4,0,Universal basic income should replace traditional welfare systems.
conversation_1,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,5,0.6,Universal basic income should replace traditional welfare systems.
conversation_1,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,6,0.3,Universal basic income should replace traditional welfare systems.
conversation_1,Noah Sinclair,INFP,Highly Flexible,Writer,0,-1,Universal basic income should replace traditional welfare systems.
conversation_1,Noah Sinclair,INFP,Highly Flexible,Writer,1,0.3,Universal basic income should replace traditional welfare systems.
conversation_1,Noah Sinclair,INFP,Highly Flexible,Writer,2,0.4,Universal basic income should replace traditional welfare systems.
conversation_1,Noah Sinclair,INFP,Highly Flexible,Writer,3,0,Universal basic income should replace traditional welfare systems.
conversation_1,Noah Sinclair,INFP,Highly Flexible,Writer,4,0.6,Universal basic income should replace traditional welfare systems.
conversation_1,Noah Sinclair,INFP,Highly Flexible,Writer,5,-0.2,Universal basic income should replace traditional welfare systems.
conversation_1,Noah Sinclair,INFP,Highly Flexible,Writer,6,-0.3,Universal basic income should replace traditional welfare systems.
conversation_2,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,0,1,Universal basic income should replace traditional welfare systems.
conversation_2,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,1,0,Universal basic income should replace traditional welfare systems.
conversation_2,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,2,0.5,Universal basic income should replace traditional welfare systems.
conversation_2,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,3,-0.2,Universal basic income should replace traditional welfare systems.
conversation_2,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,4,-0.2,Universal basic income should replace traditional welfare systems.
conversation_2,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,5,-0.2,Universal basic income should replace traditional welfare systems.
conversation_2,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,6,-0.2,Universal basic income should replace traditional welfare systems.
conversation_2,Henry Walsh,ESTJ,Highy rigid,Military Officer,0,-1,Universal basic income should replace traditional welfare systems.
conversation_2,Henry Walsh,ESTJ,Highy rigid,Military Officer,1,-0.2,Universal basic income should replace traditional welfare systems.
conversation_2,Henry Walsh,ESTJ,Highy rigid,Military Officer,2,-0.6,Universal basic income should replace traditional welfare systems.
conversation_2,Henry Walsh,ESTJ,Highy rigid,Military Officer,3,-0.8,Universal basic income should replace traditional welfare systems.
conversation_2,Henry Walsh,ESTJ,Highy rigid,Military Officer,4,-0.2,Universal basic income should replace traditional welfare systems.
conversation_2,Henry Walsh,ESTJ,Highy rigid,Military Officer,5,-0.6,Universal basic income should replace traditional welfare systems.
conversation_2,Henry Walsh,ESTJ,Highy rigid,Military Officer,6,-0.2,Universal basic income should replace traditional welfare systems.
conversation_2,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,0,1,Universal basic income should replace traditional welfare systems.
conversation_2,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,1,-0.4,Universal basic income should replace traditional welfare systems.
conversation_2,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,2,-0.2,Universal basic income should replace traditional welfare systems.
conversation_2,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,3,-0.4,Universal basic income should replace traditional welfare systems.
conversation_2,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,4,0,Universal basic income should replace traditional welfare systems.
conversation_2,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,5,-0.3,Universal basic income should replace traditional welfare systems.
conversation_2,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,6,1,Universal basic income should replace traditional welfare systems.
conversation_2,Olivia Carson,ISFJ,Moderately Rigid,Nurse,0,-1,Universal basic income should replace traditional welfare systems.
conversation_2,Olivia Carson,ISFJ,Moderately Rigid,Nurse,1,0,Universal basic income should replace traditional welfare systems.
conversation_2,Olivia Carson,ISFJ,Moderately Rigid,Nurse,2,0,Universal basic income should replace traditional welfare systems.
conversation_2,Olivia Carson,ISFJ,Moderately Rigid,Nurse,3,0,Universal basic income should replace traditional welfare systems.
conversation_2,Olivia Carson,ISFJ,Moderately Rigid,Nurse,4,0.3,Universal basic income should replace traditional welfare systems.
conversation_2,Olivia Carson,ISFJ,Moderately Rigid,Nurse,5,0,Universal basic income should replace traditional welfare systems.
conversation_2,Olivia Carson,ISFJ,Moderately Rigid,Nurse,6,-0.2,Universal basic income should replace traditional welfare systems.
conversation_3,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,0,1,Universal basic income should replace traditional welfare systems.
conversation_3,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,1,0,Universal basic income should replace traditional welfare systems.
conversation_3,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,2,-0.4,Universal basic income should replace traditional welfare systems.
conversation_3,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,3,0.3,Universal basic income should replace traditional welfare systems.
conversation_3,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,4,0.5,Universal basic income should replace traditional welfare systems.
conversation_3,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,5,0,Universal basic income should replace traditional welfare systems.
conversation_3,Evan Carter,ISTP,Moderately Rigid,Mechanical Engineer,6,0.5,Universal basic income should replace traditional welfare systems.
conversation_3,Sophia Reed,ENTP,Highly Flexible,Creative Director,0,-1,Universal basic income should replace traditional welfare systems.
conversation_3,Sophia Reed,ENTP,Highly Flexible,Creative Director,1,0.6,Universal basic income should replace traditional welfare systems.
conversation_3,Sophia Reed,ENTP,Highly Flexible,Creative Director,2,0.3,Universal basic income should replace traditional welfare systems.
conversation_3,Sophia Reed,ENTP,Highly Flexible,Creative Director,3,1,Universal basic income should replace traditional welfare systems.
conversation_3,Sophia Reed,ENTP,Highly Flexible,Creative Director,4,0.3,Universal basic income should replace traditional welfare systems.
conversation_3,Sophia Reed,ENTP,Highly Flexible,Creative Director,5,0,Universal basic income should replace traditional welfare systems.
conversation_3,Sophia Reed,ENTP,Highly Flexible,Creative Director,6,0.6,Universal basic income should replace traditional welfare systems.
conversation_3,Henry Walsh,ESTJ,Highy rigid,Military Officer,0,1,Universal basic income should replace traditional welfare systems.
conversation_3,Henry Walsh,ESTJ,Highy rigid,Military Officer,1,-0.8,Universal basic income should replace traditional welfare systems.
conversation_3,Henry Walsh,ESTJ,Highy rigid,Military Officer,2,-0.6,Universal basic income should replace traditional welfare systems.
conversation_3,Henry Walsh,ESTJ,Highy rigid,Military Officer,3,-0.6,Universal basic income should replace traditional welfare systems.
conversation_3,Henry Walsh,ESTJ,Highy rigid,Military Officer,4,-0.3,Universal basic income should replace traditional welfare systems.
conversation_3,Henry Walsh,ESTJ,Highy rigid,Military Officer,5,-0.3,Universal basic income should replace traditional welfare systems.
conversation_3,Henry Walsh,ESTJ,Highy rigid,Military Officer,6,0,Universal basic income should replace traditional welfare systems.
conversation_3,Jackson Moore,ESTP,Moderately Rigid,Paramedic,0,-1,Universal basic income should replace traditional welfare systems.
conversation_3,Jackson Moore,ESTP,Moderately Rigid,Paramedic,1,0.6,Universal basic income should replace traditional welfare systems.
conversation_3,Jackson Moore,ESTP,Moderately Rigid,Paramedic,2,0.7,Universal basic income should replace traditional welfare systems.
conversation_3,Jackson Moore,ESTP,Moderately Rigid,Paramedic,3,0.7,Universal basic income should replace traditional welfare systems.
conversation_3,Jackson Moore,ESTP,Moderately Rigid,Paramedic,4,0.7,Universal basic income should replace traditional welfare systems.
conversation_3,Jackson Moore,ESTP,Moderately Rigid,Paramedic,5,0,Universal basic income should replace traditional welfare systems.
conversation_3,Jackson Moore,ESTP,Moderately Rigid,Paramedic,6,0.7,Universal basic income should replace traditional welfare systems.
conversation_4,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,0,1,Universal basic income should replace traditional welfare systems.
conversation_4,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,1,0.8,Universal basic income should replace traditional welfare systems.
conversation_4,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,2,1,Universal basic income should replace traditional welfare systems.
conversation_4,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,3,0.8,Universal basic income should replace traditional welfare systems.
conversation_4,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,4,1,Universal basic income should replace traditional welfare systems.
conversation_4,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,5,0,Universal basic income should replace traditional welfare systems.
conversation_4,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,6,0,Universal basic income should replace traditional welfare systems.
conversation_4,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,0,-1,Universal basic income should replace traditional welfare systems.
conversation_4,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,1,0.6,Universal basic income should replace traditional welfare systems.
conversation_4,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,2,0.6,Universal basic income should replace traditional welfare systems.
conversation_4,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,3,0.7,Universal basic income should replace traditional welfare systems.
conversation_4,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,4,0.3,Universal basic income should replace traditional welfare systems.
conversation_4,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,5,0,Universal basic income should replace traditional welfare systems.
conversation_4,Isabella Tran,ENFJ,Moderately Rigid,Public Relations Manager,6,0,Universal basic income should replace traditional welfare systems.
conversation_4,Henry Walsh,ESTJ,Highy rigid,Military Officer,0,1,Universal basic income should replace traditional welfare systems.
conversation_4,Henry Walsh,ESTJ,Highy rigid,Military Officer,1,0,Universal basic income should replace traditional welfare systems.
conversation_4,Henry Walsh,ESTJ,Highy rigid,Military Officer,2,-0.6,Universal basic income should replace traditional welfare systems.
conversation_4,Henry Walsh,ESTJ,Highy rigid,Military Officer,3,-0.3,Universal basic income should replace traditional welfare systems.
conversation_4,Henry Walsh,ESTJ,Highy rigid,Military Officer,4,-0.3,Universal basic income should replace traditional welfare systems.
conversation_4,Henry Walsh,ESTJ,Highy rigid,Military Officer,5,-0.3,Universal basic income should replace traditional welfare systems.
conversation_4,Henry Walsh,ESTJ,Highy rigid,Military Officer,6,-0.6,Universal basic income should replace traditional welfare systems.
conversation_4,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,0,-1,Universal basic income should replace traditional welfare systems.
conversation_4,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,1,0.7,Universal basic income should replace traditional welfare systems.
conversation_4,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,2,0.6,Universal basic income should replace traditional welfare systems.
conversation_4,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,3,0.8,Universal basic income should replace traditional welfare systems.
conversation_4,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,4,0.3,Universal basic income should replace traditional welfare systems.
conversation_4,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,5,0,Universal basic income should replace traditional welfare systems.
conversation_4,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,6,0.3,Universal basic income should replace traditional welfare systems.
conversation_5,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,0,1,Universal basic income should replace traditional welfare systems.
conversation_5,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,1,-0.2,Universal basic income should replace traditional welfare systems.
conversation_5,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,2,-0.5,Universal basic income should replace traditional welfare systems.
conversation_5,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,3,-0.8,Universal basic income should replace traditional welfare systems.
conversation_5,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,4,-0.6,Universal basic income should replace traditional welfare systems.
conversation_5,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,5,-0.1,Universal basic income should replace traditional welfare systems.
conversation_5,Aiden Murphy,ISTJ,Highy rigid,IT Support Specialist,6,-0.4,Universal basic income should replace traditional welfare systems.
conversation_5,Sophia Reed,ENTP,Highly Flexible,Creative Director,0,-1,Universal basic income should replace traditional welfare systems.
conversation_5,Sophia Reed,ENTP,Highly Flexible,Creative Director,1,0.6,Universal basic income should replace traditional welfare systems.
conversation_5,Sophia Reed,ENTP,Highly Flexible,Creative Director,2,0.3,Universal basic income should replace traditional welfare systems.
conversation_5,Sophia Reed,ENTP,Highly Flexible,Creative Director,3,0.3,Universal basic income should replace traditional welfare systems.
conversation_5,Sophia Reed,ENTP,Highly Flexible,Creative Director,4,0.3,Universal basic income should replace traditional welfare systems.
conversation_5,Sophia Reed,ENTP,Highly Flexible,Creative Director,5,0.7,Universal basic income should replace traditional welfare systems.
conversation_5,Sophia Reed,ENTP,Highly Flexible,Creative Director,6,-0.5,Universal basic income should replace traditional welfare systems.
conversation_5,Olivia Carson,ISFJ,Moderately Rigid,Nurse,0,1,Universal basic income should replace traditional welfare systems.
conversation_5,Olivia Carson,ISFJ,Moderately Rigid,Nurse,1,0,Universal basic income should replace traditional welfare systems.
conversation_5,Olivia Carson,ISFJ,Moderately Rigid,Nurse,2,0,Universal basic income should replace traditional welfare systems.
conversation_5,Olivia Carson,ISFJ,Moderately Rigid,Nurse,3,-0.3,Universal basic income should replace traditional welfare systems.
conversation_5,Olivia Carson,ISFJ,Moderately Rigid,Nurse,4,0,Universal basic income should replace traditional welfare systems.
conversation_5,Olivia Carson,ISFJ,Moderately Rigid,Nurse,5,0,Universal basic income should replace traditional welfare systems.
conversation_5,Olivia Carson,ISFJ,Moderately Rigid,Nurse,6,0,Universal basic income should replace traditional welfare systems.
conversation_5,Noah Sinclair,INFP,Highly Flexible,Writer,0,-1,Universal basic income should replace traditional welfare systems.
conversation_5,Noah Sinclair,INFP,Highly Flexible,Writer,1,0.3,Universal basic income should replace traditional welfare systems.
conversation_5,Noah Sinclair,INFP,Highly Flexible,Writer,2,-0.2,Universal basic income should replace traditional welfare systems.
conversation_5,Noah Sinclair,INFP,Highly Flexible,Writer,3,0,Universal basic income should replace traditional welfare systems.
conversation_5,Noah Sinclair,INFP,Highly Flexible,Writer,4,0,Universal basic income should replace traditional welfare systems.
conversation_5,Noah Sinclair,INFP,Highly Flexible,Writer,5,-0.6,Universal basic income should replace traditional welfare systems.
conversation_5,Noah Sinclair,INFP,Highly Flexible,Writer,6,0.3,Universal basic income should replace traditional welfare systems.
conversation_6,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,0,1,Universal basic income should replace traditional welfare systems.
conversation_6,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,1,0,Universal basic income should replace traditional welfare systems.
conversation_6,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,2,0.4,Universal basic income should replace traditional welfare systems.
conversation_6,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,3,0.3,Universal basic income should replace traditional welfare systems.
conversation_6,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,4,0.5,Universal basic income should replace traditional welfare systems.
conversation_6,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,5,0.3,Universal basic income should replace traditional welfare systems.
conversation_6,Lucas Meyer,ENFP,Highly Flexible,Motivational Speaker,6,0.1,Universal basic income should replace traditional welfare systems.
conversation_6,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,0,-1,Universal basic income should replace traditional welfare systems.
conversation_6,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,1,0,Universal basic income should replace traditional welfare systems.
conversation_6,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,2,-0.2,Universal basic income should replace traditional welfare systems.
conversation_6,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,3,-0.2,Universal basic income should replace traditional welfare systems.
conversation_6,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,4,-0.1,Universal basic income should replace traditional welfare systems.
conversation_6,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,5,0,Universal basic income should replace traditional welfare systems.
conversation_6,Liam Foster,INTP,Moderately Flexible,Theoretical Physicist,6,0,Universal basic income should replace traditional welfare systems.
conversation_6,Mason King,ISFP,Moderately Flexible,Social Worker,0,1,Universal basic income should replace traditional welfare systems.
conversation_6,Mason King,ISFP,Moderately Flexible,Social Worker,1,0,Universal basic income should replace traditional welfare systems.
conversation_6,Mason King,ISFP,Moderately Flexible,Social Worker,2,0.6,Universal basic income should replace traditional welfare systems.
conversation_6,Mason King,ISFP,Moderately Flexible,Social Worker,3,0,Universal basic income should replace traditional welfare systems.
conversation_6,Mason King,ISFP,Moderately Flexible,Social Worker,4,0,Universal basic income should replace traditional welfare systems.
conversation_6,Mason King,ISFP,Moderately Flexible,Social Worker,5,0,Universal basic income should replace traditional welfare systems.
conversation_6,Mason King,ISFP,Moderately Flexible,Social Worker,6,0.4,Universal basic income should replace traditional welfare systems.
conversation_6,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,0,-1,Universal basic income should replace traditional welfare systems.
conversation_6,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,1,0.3,Universal basic income should replace traditional welfare systems.
conversation_6,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,2,0.7,Universal basic income should replace traditional welfare systems.
conversation_6,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,3,1,Universal basic income should replace traditional welfare systems.
conversation_6,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,4,0.7,Universal basic income should replace traditional welfare systems.
conversation_6,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,5,0,Universal basic income should replace traditional welfare systems.
conversation_6,Chloe Rivera,ESFP,Highly Flexible,Interior Designer,6,0,Universal basic income should replace traditional welfare systems.
conversation_7,Jackson Moore,ESTP,Moderately Rigid,Paramedic,0,1,Universal basic income should replace traditional welfare systems.
conversation_7,Jackson Moore,ESTP,Moderately Rigid,Paramedic,1,0.6,Universal basic income should replace traditional welfare systems.
conversation_7,Jackson Moore,ESTP,Moderately Rigid,Paramedic,2,-0.3,Universal basic income should replace traditional welfare systems.
conversation_7,Jackson Moore,ESTP,Moderately Rigid,Paramedic,3,-0.3,Universal basic income should replace traditional welfare systems.
conversation_7,Jackson Moore,ESTP,Moderately Rigid,Paramedic,4,-0.5,Universal basic income should replace traditional welfare systems.
conversation_7,Jackson Moore,ESTP,Moderately Rigid,Paramedic,5,-0.3,Universal basic income should replace traditional welfare systems.
conversation_7,Jackson Moore,ESTP,Moderately Rigid,Paramedic,6,1,Universal basic income should replace traditional welfare systems.
conversation_7,Henry Walsh,ESTJ,Highy rigid,Military Officer,0,-1,Universal basic income should replace traditional welfare systems.
conversation_7,Henry Walsh,ESTJ,Highy rigid,Military Officer,1,-0.6,Universal basic income should replace traditional welfare systems.
conversation_7,Henry Walsh,ESTJ,Highy rigid,Military Officer,2,-0.3,Universal basic income should replace traditional welfare systems.
conversation_7,Henry Walsh,ESTJ,Highy rigid,Military Officer,3,-0.8,Universal basic income should replace traditional welfare systems.
conversation_7,Henry Walsh,ESTJ,Highy rigid,Military Officer,4,-0.8,Universal basic income should replace traditional welfare systems.
conversation_7,Henry Walsh,ESTJ,Highy rigid,Military Officer,5,-0.3,Universal basic income should replace traditional welfare systems.
conversation_7,Henry Walsh,ESTJ,Highy rigid,Military Officer,6,-0.7,Universal basic income should replace traditional welfare systems.
conversation_7,Olivia Carson,ISFJ,Moderately Rigid,Nurse,0,1,Universal basic income should replace traditional welfare systems.
conversation_7,Olivia Carson,ISFJ,Moderately Rigid,Nurse,1,0,Universal basic income should replace traditional welfare systems.
conversation_7,Olivia Carson,ISFJ,Moderately Rigid,Nurse,2,0.3,Universal basic income should replace traditional welfare systems.
conversation_7,Olivia Carson,ISFJ,Moderately Rigid,Nurse,3,0,Universal basic income should replace traditional welfare systems.
conversation_7,Olivia Carson,ISFJ,Moderately Rigid,Nurse,4,0.4,Universal basic income should replace traditional welfare systems.
conversation_7,Olivia Carson,ISFJ,Moderately Rigid,Nurse,5,-0.3,Universal basic income should replace traditional welfare systems.
conversation_7,Olivia Carson,ISFJ,Moderately Rigid,Nurse,6,-0.4,Universal basic income should replace traditional welfare systems.
conversation_7,Mason King,ISFP,Moderately Flexible,Social Worker,0,-1,Universal basic income should replace traditional welfare systems.
conversation_7,Mason King,ISFP,Moderately Flexible,Social Worker,1,0.4,Universal basic income should replace traditional welfare systems.
conversation_7,Mason King,ISFP,Moderately Flexible,Social Worker,2,0.6,Universal basic income should replace traditional welfare systems.
conversation_7,Mason King,ISFP,Moderately Flexible,Social Worker,3,0.3,Universal basic income should replace traditional welfare systems.
conversation_7,Mason King,ISFP,Moderately Flexible,Social Worker,4,-0.2,Universal basic income should replace traditional welfare systems.
conversation_7,Mason King,ISFP,Moderately Flexible,Social Worker,5,-0.3,Universal basic income should replace traditional welfare systems.
conversation_7,Mason King,ISFP,Moderately Flexible,Social Worker,6,-0.3,Universal basic income should replace traditional welfare systems.
conversation_8,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,0,1,Food provides energy for the body
conversation_8,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,1,1,Food provides energy for the body
conversation_8,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,2,1,Food provides energy for the body
conversation_8,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,3,1,Food provides energy for the body
conversation_8,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,4,1,Food provides energy for the body
conversation_8,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,5,1,Food provides energy for the body
conversation_8,Natalie Cooper,ESFJ,Moderately Flexible,Elementary School Teacher,6,0,Food provides energy for the body
conversation_8,Noah Sinclair,INFP,Highly Flexible,Writer,0,-1,Food provides energy for the body
conversation_8,Noah Sinclair,INFP,Highly Flexible,Writer,1,1,Food provides energy for the body
conversation_8,Noah Sinclair,INFP,Highly Flexible,Writer,2,1,Food provides energy for the body
conversation_8,Noah Sinclair,INFP,Highly Flexible,Writer,3,1,Food provides energy for the body
conversation_8,Noah Sinclair,INFP,Highly Flexible,Writer,4,1,Food provides energy for the body
